#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV126	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	lca
ASV1267	species	Tortanus discaudatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	Tortanus discaudatus	lca
ASV1273	species	Metridia lucens	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens	lca
ASV1283	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV130	genus	Evadne	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	no identification	lca
ASV1304	species	Bos mutus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus	lca
ASV1316	species	Crepidula fornicata	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata	lca
ASV1328	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV1353	species	Phaeocystis antarctica	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	lca
ASV1354	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1364	species	Membranipora membranacea	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	Membranipora membranacea	lca
ASV1370	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV1386	species	Calanus finmarchicus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus	lca
ASV1389	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV1394	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV1397	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV1431	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1436	species	Chaetoceros sp. 19 LG-2014	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. 19 LG-2014	lca
ASV1438	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV1439	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV1440	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV1449	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	lca
ASV1467	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1471	species	Ctenolepisma longicaudata	Eukaryota	Arthropoda	Insecta	Zygentoma	Lepismatidae	Ctenolepisma	Ctenolepisma longicaudata	lca
ASV1473	species	Tergipes tergipes	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Tergipedidae	Tergipes	Tergipes tergipes	lca
ASV1478	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV148	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1484	species	Centropages hamatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	Centropages hamatus	lca
ASV1487	genus	Acartia	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	no identification	lca
ASV150	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV1501	genus	Skeletonema	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	no identification	lca
ASV1512	species	Ctenolepisma longicaudata	Eukaryota	Arthropoda	Insecta	Zygentoma	Lepismatidae	Ctenolepisma	Ctenolepisma longicaudata	lca
ASV1528	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV153	species	Aureococcus anophagefferens	Eukaryota	Pelagophyceae	Pelagophyceae	Pelagomonadales	unknown family	Aureococcus	Aureococcus anophagefferens	lca
ASV1530	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV1531	species	Thalassiosira rotula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	lca
ASV1538	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV1540	species	Calanus finmarchicus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus	lca
ASV1558	class	Malacostraca	Eukaryota	Arthropoda	Malacostraca	no identification	no identification	no identification	no identification	lca
ASV1560	species	Ophiopholis aculeata	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	Ophiopholis aculeata	lca
ASV1564	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV157	family	Aspergillaceae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	no identification	no identification	lca
ASV1571	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1581	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1587	species	Synchaeta triophthalma	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta triophthalma	lca
ASV1598	genus	Acartia	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	no identification	lca
ASV16	species	Phaeocystis antarctica	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	lca
ASV1602	species	Phyllodoce groenlandica CMC01	Eukaryota	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce	Phyllodoce groenlandica CMC01	lca
ASV164	genus	Phaeocystis	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	no identification	lca
ASV1651	family	Paramoebidae	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	no identification	no identification	lca
ASV1654	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV1659	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV1666	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV1670	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV1672	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	lca
ASV1682	species	Metridia lucens	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens	lca
ASV1688	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV1697	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV170	genus	Micromonas	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no identification	lca
ASV1708	species	Picochlorum sp. 'soloecismus'	Viridiplantae	Chlorophyta	Trebouxiophyceae	unknown order	unknown family	Picochlorum	Picochlorum sp. 'soloecismus'	lca
ASV1714	species	Lizzia blondina	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Bougainvilliidae	Lizzia	Lizzia blondina	lca
ASV1725	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV1731	species	Thalassiosira nordenskioeldii	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira nordenskioeldii	lca
ASV1733	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV174	genus	Micromonas	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	no identification	lca
ASV1740	species	Calanus finmarchicus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus	lca
ASV1741	species	Temora longicornis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora longicornis	lca
ASV1750	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV1751	genus	Emiliania	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	no identification	lca
ASV1752	species	Candidatus Pelagibacter sp. IMCC9063	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063	lca
ASV1764	genus	Spiophanes	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	no identification	lca
ASV1778	genus	Pseudochattonella	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	no identification	lca
ASV1802	species	Eubranchus exiguus	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus	Eubranchus exiguus	lca
ASV1805	species	Phaeocystis antarctica	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	lca
ASV1808	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV181	genus	Penicillium	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	no identification	lca
ASV1833	species	Tortanus discaudatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	Tortanus discaudatus	lca
ASV1844	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV1852	genus	Pseudochattonella	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	no identification	lca
ASV1860	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV1884	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV1887	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV1892	genus	unknown genus	Eukaryota	Porifera	Demospongiae	Poecilosclerida	unknown family	unknown genus	no identification	lca
ASV1896	species	Minutocellus polymorphus	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	lca
ASV193	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV1931	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV1934	genus	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	no identification	lca
ASV1940	genus	Candidatus Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV1943	family	Aspergillaceae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	no identification	no identification	lca
ASV1949	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	lca
ASV1953	genus	Candidatus Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV1955	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1969	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV1975	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV1976	genus	Acartia	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	no identification	lca
ASV1995	phylum	Nemertea	Eukaryota	Nemertea	no identification	no identification	no identification	no identification	no identification	lca
ASV2	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2010	species	Membranipora membranacea	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	Membranipora membranacea	lca
ASV2011	family	Ammodytidae	Eukaryota	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	no identification	no identification	lca
ASV2012	genus	Emiliania	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	no identification	lca
ASV2018	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV202	species	Metridia longa	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia longa	lca
ASV203	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV2043	species	Bos mutus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus	lca
ASV205	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV2057	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2060	species	Chaetoceros sp. 19 LG-2014	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. 19 LG-2014	lca
ASV2066	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2078	species	Picobiliphyte sp. MS584-11	Eukaryota	Picozoa	unknown class	unknown order	unknown family	unknown genus	Picobiliphyte sp. MS584-11	lca
ASV2079	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2081	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV2085	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV2086	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV2090	species	Pichia kudriavzevii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii	lca
ASV2098	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2109	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV211	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV2112	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV2119	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV2132	genus	Pseudochattonella	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	no identification	lca
ASV214	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV2143	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV2145	phylum	Nemertea	Eukaryota	Nemertea	no identification	no identification	no identification	no identification	no identification	lca
ASV215	species	Temora longicornis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora longicornis	lca
ASV2155	genus	Myroides	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	no identification	lca
ASV216	genus	Penicillium	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	no identification	lca
ASV2177	genus	Emiliania	Eukaryota	Haptista	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	no identification	lca
ASV218	order	Ploima	Eukaryota	Rotifera	Eurotatoria	Ploima	no identification	no identification	no identification	lca
ASV2180	genus	Candidatus Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	no identification	lca
ASV2184	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2192	species	Polarella glacialis	Eukaryota	Dinophyceae	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella glacialis	lca
ASV2195	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV2197	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2199	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV220	family	Cordycipitaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	no identification	no identification	lca
ASV2203	species	Candidatus Pelagibacter sp. IMCC9063	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063	lca
ASV2207	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV2226	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV2228	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV2236	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV2248	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV225	family	Ulmaridae	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	no identification	no identification	lca
ASV2253	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV2256	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV2261	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV228	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV2282	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV2288	species	Temora longicornis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora longicornis	lca
ASV2291	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV2298	species	Polygordius jouinae	Eukaryota	Annelida	Polychaeta	unknown order	Polygordiidae	Polygordius	Polygordius jouinae	lca
ASV2301	species	Lithothamnion glaciale	Eukaryota	Rhodophyta	Florideophyceae	Hapalidiales	Hapalidiaceae	Lithothamnion	Lithothamnion glaciale	lca
ASV2302	species	Pseudocalanus sp. PsAkkeshi1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus sp. PsAkkeshi1	lca
ASV2307	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV232	genus	Acartia	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	no identification	lca
ASV2324	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	lca
ASV2327	species	Guinardia delicatula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia delicatula	lca
