accepted_name,verbatim_name,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Eptatretus mcconnaugheyi,Eptatretus mcconnaugheyi,accepted,Eptatretus mcconnaugheyi,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279287,NA,Eastern Tropical Pacific
Leptenchelys vermiformis,Leptenchelys vermiformis,accepted,Leptenchelys vermiformis,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Leptenchelys,TRUE,FALSE,FALSE,281311,NA,Eastern Tropical Pacific
Brachyamblyopus brachysoma,Brachyamblyopus brachysoma,accepted,Brachyamblyopus brachysoma,NA,species,Actinopteri,Gobiiformes,Gobiidae,Brachyamblyopus,FALSE,TRUE,TRUE,279973,NA,Eastern Tropical Pacific
Benthalbella infans,Benthalbella infans,accepted,Benthalbella infans,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,126365,885005,Eastern Tropical Pacific
Pteroplatytrygon violacea,Pteroplatytrygon violacea,accepted,Pteroplatytrygon violacea,NA,species,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,TRUE,FALSE,FALSE,158540,651723,Eastern Tropical Pacific
Opistognathus walkeri,Opistognathus walkeri,accepted,Opistognathus walkeri,NA,species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,293666,NA,Eastern Tropical Pacific
Eptatretus sinus,Eptatretus sinus,accepted,Eptatretus sinus,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279296,NA,Eastern Tropical Pacific
Ilypnus gilberti,Ilypnus gilberti,accepted,Ilypnus gilberti,NA,species,Actinopteri,Gobiiformes,Gobiidae,Ilypnus,TRUE,FALSE,FALSE,281174,185744,Eastern Tropical Pacific
Serranus huascarii,Serranus huascarii,accepted,Serranus huascarii,NA,species,Actinopteri,Perciformes,Serranidae,Serranus,TRUE,FALSE,FALSE,273898,NA,Eastern Tropical Pacific
Emblemaria piratica,Emblemaria piratica,accepted,Emblemaria piratica,NA,species,Actinopteri,Blenniiformes,Chaenopsidae,Emblemaria,TRUE,FALSE,FALSE,280654,642434,Eastern Tropical Pacific
Mugilogobius abei,Mugilogobius abei,accepted,Mugilogobius abei,NA,species,Actinopteri,Gobiiformes,Gobiidae,Mugilogobius,TRUE,TRUE,FALSE,277346,88200,Eastern Tropical Pacific
Ranzania laevis,Ranzania laevis,accepted,Ranzania laevis,NA,species,Actinopteri,Tetraodontiformes,Molidae,Ranzania,TRUE,FALSE,FALSE,127406,215407,Eastern Tropical Pacific
Seriola dumerili,Seriola dumerili,accepted,Seriola dumerili,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,FALSE,FALSE,126816,41447,Eastern Tropical Pacific
Pontinus furcirhinus,Pontinus furcirhinus,accepted,Pontinus furcirhinus,NA,species,Actinopteri,Perciformes,Scorpaenidae,Pontinus,TRUE,FALSE,FALSE,274685,72112,Eastern Tropical Pacific
Cheilopogon hubbsi,Cheilopogon hubbsi,accepted,Cheilopogon hubbsi,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,272154,NA,Eastern Tropical Pacific
Pachycara suspectum,Pachycara suspectum,accepted,Pachycara suspectum,NA,species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274150,NA,Eastern Tropical Pacific
Evermannia longipinnis,Evermannia longipinnis,accepted,Evermannia longipinnis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Evermannia,TRUE,FALSE,FALSE,280761,NA,Eastern Tropical Pacific
Takifugu niphobles,Takifugu niphobles,accepted,Takifugu niphobles,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,TRUE,FALSE,FALSE,278419,433688,Eastern Tropical Pacific
Abantennarius sanguineus,Antennatus sanguineus,superseded combination,Antennatus sanguineus,NA,species,Actinopteri,Lophiiformes,Antennariidae,Antennatus,TRUE,FALSE,FALSE,313098,882757,Eastern Tropical Pacific
Acanthogobius flavimanus,Acanthogobius flavimanus,accepted,Acanthogobius flavimanus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279475,86203,Eastern Tropical Pacific
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,76798,Eastern Tropical Pacific
Zapteryx exasperata,Zapteryx exasperata,accepted,Zapteryx exasperata,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zapteryx,TRUE,FALSE,FALSE,283213,540279,Eastern Tropical Pacific
Larimus effulgens,Larimus effulgens,accepted,Larimus effulgens,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Larimus,TRUE,FALSE,FALSE,276130,NA,Eastern Tropical Pacific
Triakis semifasciata,Triakis semifasciata,accepted,Triakis semifasciata,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,TRUE,TRUE,FALSE,279060,30493,Eastern Tropical Pacific
Lobianchia gemellarii,Lobianchia gemellarii,accepted,Lobianchia gemellarii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lobianchia,TRUE,FALSE,FALSE,158901,123234,Eastern Tropical Pacific
Katsuwonus pelamis,Katsuwonus pelamis,accepted,Katsuwonus pelamis,NA,species,Actinopteri,Scombriformes,Scombridae,Katsuwonus,TRUE,FALSE,FALSE,127018,8226,Eastern Tropical Pacific
Ambassis gymnocephalus,Ambassis gymnocephalus,accepted,Ambassis gymnocephalus,NA,species,Actinopteri,Ovalentaria incertae sedis,Ambassidae,Ambassis,TRUE,TRUE,TRUE,220044,1045542,Eastern Tropical Pacific
Gobiopterus chuno,Gobiopterus chuno,accepted,Gobiopterus chuno,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gobiopterus,FALSE,TRUE,TRUE,280901,1365555,Eastern Tropical Pacific
Lycodes cortezianus,Lycodes cortezianus,accepted,Lycodes cortezianus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274097,57818,Eastern Tropical Pacific
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,170193,Eastern Tropical Pacific
Trachinotus goodei,Trachinotus goodei,accepted,Trachinotus goodei,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,159654,173333,Eastern Tropical Pacific
Bathylagoides wesethi,Bathylagoides wesethi,accepted,Bathylagoides wesethi,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712444,875769,Eastern Tropical Pacific
Hippocampus hippocampus,Hippocampus hippocampus,accepted,Hippocampus hippocampus,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,127380,109283,Eastern Tropical Pacific
Symbolophorus reversus,Symbolophorus reversus,accepted,Symbolophorus reversus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Symbolophorus,TRUE,FALSE,FALSE,272735,1519995,Eastern Tropical Pacific
Gobiesox papillifer,Gobiesox papillifer,accepted,Gobiesox papillifer,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,NA,Eastern Tropical Pacific
Scytalichthys miurus,Scytalichthys miurus,accepted,Scytalichthys miurus,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Scytalichthys,TRUE,FALSE,FALSE,282734,NA,Eastern Tropical Pacific
Gobionellus microdon,Gobionellus microdon,accepted,Gobionellus microdon,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gobionellus,FALSE,TRUE,TRUE,276498,1365552,Eastern Tropical Pacific
Microgobius brevispinis,Microgobius brevispinis,accepted,Microgobius brevispinis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Microgobius,TRUE,FALSE,FALSE,275710,203320,Eastern Tropical Pacific
Clupanodon thrissa,Clupanodon thrissa,accepted,Clupanodon thrissa,NA,species,Actinopteri,Clupeiformes,Clupeidae,Clupanodon,TRUE,TRUE,TRUE,280223,403224,Eastern Tropical Pacific
Bathygobius soporator,Bathygobius soporator,accepted,Bathygobius soporator,NA,species,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,TRUE,TRUE,TRUE,277638,314015,Eastern Tropical Pacific
Lutjanus colorado,Lutjanus colorado,accepted,Lutjanus colorado,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276529,697225,Eastern Tropical Pacific
Alphestes afer,Alphestes afer,accepted,Alphestes afer,NA,species,Actinopteri,Perciformes,Serranidae,Alphestes,TRUE,FALSE,FALSE,279567,246622,Eastern Tropical Pacific
Sphoeroides lispus,Sphoeroides lispus,accepted,Sphoeroides lispus,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,FALSE,FALSE,275278,1329245,Eastern Tropical Pacific
Ogilbia robertsoni,Ogilbia robertsoni,accepted,Ogilbia robertsoni,NA,species,Actinopteri,Ophidiiformes,Bythitidae,Ogilbia,TRUE,FALSE,FALSE,281854,NA,Eastern Tropical Pacific
Clarkichthys bilineatus,Clarkichthys bilineatus,accepted,Clarkichthys bilineatus,NA,species,Actinopteri,Perciformes,Microdesmidae,Clarkichthys,TRUE,FALSE,FALSE,280208,NA,Eastern Tropical Pacific
Menticirrhus panamensis,Menticirrhus panamensis,accepted,Menticirrhus panamensis,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276149,NA,Eastern Tropical Pacific
Cynoscion xanthulus,Cynoscion xanthulus,accepted,Cynoscion xanthulus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cynoscion,TRUE,TRUE,FALSE,276095,666531,Eastern Tropical Pacific
Strongylura marina,Strongylura marina,accepted,Strongylura marina,NA,species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,159256,129068,Eastern Tropical Pacific
Histiobranchus bathybius,Histiobranchus bathybius,accepted,Histiobranchus bathybius,NA,species,Actinopteri,Anguilliformes,Synaphobranchidae,Histiobranchus,TRUE,FALSE,FALSE,126323,121287,Eastern Tropical Pacific
Arius maculatus,Arius maculatus,accepted,Arius maculatus,NA,species,Actinopteri,Siluriformes,Ariidae,Arius,TRUE,TRUE,TRUE,275578,573377,Eastern Tropical Pacific
Opistognathus punctatus,Opistognathus punctatus,accepted,Opistognathus punctatus,NA,species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,276471,586836,Eastern Tropical Pacific
Trichiurus lepturus,Trichiurus lepturus,accepted,Trichiurus lepturus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Trichiurus,TRUE,TRUE,FALSE,127089,13733,Eastern Tropical Pacific
Melamphaes parvus,Melamphaes parvus,accepted,Melamphaes parvus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274935,880960,Eastern Tropical Pacific
Beringraja binoculata,Beringraja binoculata,accepted,Beringraja binoculata,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1021330,NA,Eastern Tropical Pacific
Decapterus macarellus,Decapterus macarellus,accepted,Decapterus macarellus,NA,species,Actinopteri,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,126807,146143,Eastern Tropical Pacific
Serranus aequidens,Serranus aequidens,accepted,Serranus aequidens,NA,species,Actinopteri,Perciformes,Serranidae,Serranus,TRUE,FALSE,FALSE,273888,1955183,Eastern Tropical Pacific
Gymnothorax moringa,Gymnothorax moringa,accepted,Gymnothorax moringa,NA,species,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,TRUE,FALSE,FALSE,158584,182438,Eastern Tropical Pacific
Ophioscion scierus,Ophioscion scierus,accepted,Ophioscion scierus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Ophioscion,TRUE,FALSE,FALSE,281905,1642196,Eastern Tropical Pacific
Odontoscion dentex,Odontoscion dentex,accepted,Odontoscion dentex,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Odontoscion,TRUE,FALSE,FALSE,281837,1182782,Eastern Tropical Pacific
Rhizoprionodon longurio,Rhizoprionodon longurio,accepted,Rhizoprionodon longurio,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,TRUE,FALSE,FALSE,271327,1048762,Eastern Tropical Pacific
Chilara taylori,Chilara taylori,accepted,Chilara taylori,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Chilara,TRUE,TRUE,FALSE,280146,274688,Eastern Tropical Pacific
Decodon melasma,Decodon melasma,accepted,Decodon melasma,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Decodon,TRUE,FALSE,FALSE,276745,875773,Eastern Tropical Pacific
Hemicaranx zelotes,Hemicaranx zelotes,accepted,Hemicaranx zelotes,NA,species,Actinopteri,Carangiformes,Carangidae,Hemicaranx,TRUE,TRUE,FALSE,276354,173325,Eastern Tropical Pacific
Bathylaco nigricans,Bathylaco nigricans,accepted,Bathylaco nigricans,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,TRUE,FALSE,FALSE,126688,466962,Eastern Tropical Pacific
Halichoeres aestuaricola,Halichoeres aestuaricola,accepted,Halichoeres aestuaricola,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,TRUE,FALSE,275748,1984841,Eastern Tropical Pacific
Desmodema polystictum,Desmodema polystictum,accepted,Desmodema polystictum,NA,species,Actinopteri,Lampriformes,Trachipteridae,Desmodema,TRUE,FALSE,FALSE,158922,1263174,Eastern Tropical Pacific
Trachinotus paitensis,Trachinotus paitensis,accepted,Trachinotus paitensis,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,273296,875781,Eastern Tropical Pacific
Oligoplites refulgens,Oligoplites refulgens,accepted,Oligoplites refulgens,NA,species,Actinopteri,Carangiformes,Carangidae,Oligoplites,TRUE,TRUE,FALSE,276358,NA,Eastern Tropical Pacific
Caranx vinctus,Caranx vinctus,accepted,Caranx vinctus,NA,species,Actinopteri,Carangiformes,Carangidae,Caranx,TRUE,FALSE,FALSE,273275,173314,Eastern Tropical Pacific
Diplectrum labarum,Diplectrum labarum,accepted,Diplectrum labarum,NA,species,Actinopteri,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276180,NA,Eastern Tropical Pacific
Opistognathus fossoris,Opistognathus fossoris,accepted,Opistognathus fossoris,NA,species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,293664,NA,Eastern Tropical Pacific
Petrotyx hopkinsi,Petrotyx hopkinsi,accepted,Petrotyx hopkinsi,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Petrotyx,TRUE,FALSE,FALSE,282224,NA,Eastern Tropical Pacific
Pomadasys branickii,Pomadasys branickii,accepted,Pomadasys branickii,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,TRUE,TRUE,FALSE,273503,1010713,Eastern Tropical Pacific
Opisthopterus dovii,Opisthopterus dovii,accepted,Opisthopterus dovii,NA,species,Actinopteri,Clupeiformes,Pristigasteridae,Opisthopterus,TRUE,TRUE,FALSE,281919,NA,Eastern Tropical Pacific
Bathytroctes macrolepis,Bathytroctes macrolepis,accepted,Bathytroctes macrolepis,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathytroctes,TRUE,FALSE,FALSE,126691,492030,Eastern Tropical Pacific
Achirus scutum,Achirus scutum,accepted,Achirus scutum,NA,species,Actinopteri,Pleuronectiformes,Achiridae,Achirus,TRUE,TRUE,FALSE,279495,NA,Eastern Tropical Pacific
Triphoturus nigrescens,Triphoturus nigrescens,accepted,Triphoturus nigrescens,NA,species,Actinopteri,Myctophiformes,Myctophidae,Triphoturus,TRUE,FALSE,FALSE,217721,123243,Eastern Tropical Pacific
Ophioblennius macclurei,Ophioblennius macclurei,accepted,Ophioblennius macclurei,NA,species,Actinopteri,Blenniiformes,Blenniidae,Ophioblennius,TRUE,FALSE,FALSE,273125,879514,Eastern Tropical Pacific
Mustelus californicus,Mustelus californicus,accepted,Mustelus californicus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271381,320419,Eastern Tropical Pacific
Sphyraena lucasana,Sphyraena lucasana,accepted,Sphyraena lucasana,NA,species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273982,55127,Eastern Tropical Pacific
Semicossyphus pulcher,Semicossyphus pulcher,accepted,Semicossyphus pulcher,NA,species,Actinopteri,Eupercaria incertae sedis,Labridae,Semicossyphus,TRUE,FALSE,FALSE,282753,241346,Eastern Tropical Pacific
Mycteroperca xenarcha,Mycteroperca xenarcha,accepted,Mycteroperca xenarcha,NA,species,Actinopteri,Perciformes,Serranidae,Mycteroperca,TRUE,TRUE,FALSE,273886,320403,Eastern Tropical Pacific
Kyphosus ocyurus,Kyphosus ocyurus,accepted,Kyphosus ocyurus,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1018702,NA,Eastern Tropical Pacific
Ceratoscopelus warmingii,Ceratoscopelus warmingii,accepted,Ceratoscopelus warmingii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,126586,123251,Eastern Tropical Pacific
Chanos chanos,Chanos chanos,accepted,Chanos chanos,NA,species,Actinopteri,Gonorynchiformes,Chanidae,Chanos,TRUE,TRUE,TRUE,217625,29144,Eastern Tropical Pacific
Conodon serrifer,Conodon serrifer,accepted,Conodon serrifer,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Conodon,TRUE,FALSE,FALSE,280387,1010703,Eastern Tropical Pacific
Azurina hirundo,Azurina hirundo,accepted,Azurina hirundo,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Azurina,TRUE,FALSE,FALSE,279852,196127,Eastern Tropical Pacific
Bajacalifornia burragei,Bajacalifornia burragei,accepted,Bajacalifornia burragei,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272857,740690,Eastern Tropical Pacific
Oryzias curvinotus,Oryzias curvinotus,accepted,Oryzias curvinotus,NA,species,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,FALSE,TRUE,TRUE,281937,104658,Eastern Tropical Pacific
Channa striata,Channa striata,accepted,Channa striata,NA,species,Actinopteri,Anabantiformes,Channidae,Channa,FALSE,TRUE,TRUE,280130,64152,Eastern Tropical Pacific
Epinephelus quinquefasciatus,Epinephelus quinquefasciatus,accepted,Epinephelus quinquefasciatus,NA,species,Actinopteri,Perciformes,Serranidae,Epinephelus,TRUE,FALSE,FALSE,304761,1316041,Eastern Tropical Pacific
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,88708,Eastern Tropical Pacific
Nasolamia velox,Nasolamia velox,accepted,Nasolamia velox,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Nasolamia,TRUE,FALSE,FALSE,281637,671162,Eastern Tropical Pacific
Mustelus lunulatus,Mustelus lunulatus,accepted,Mustelus lunulatus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271389,689952,Eastern Tropical Pacific
Oreochromis mossambicus,Oreochromis mossambicus,accepted,Oreochromis mossambicus,NA,species,Actinopteri,Cichliformes,Cichlidae,Oreochromis,FALSE,TRUE,TRUE,218777,8127,Eastern Tropical Pacific
Trachinotus kennedyi,Trachinotus kennedyi,accepted,Trachinotus kennedyi,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,TRUE,FALSE,273292,NA,Eastern Tropical Pacific
Carcharhinus leucas,Carcharhinus leucas,accepted,Carcharhinus leucas,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TRUE,TRUE,TRUE,105792,46612,Eastern Tropical Pacific
Parexocoetus brachypterus,Parexocoetus brachypterus,accepted,Parexocoetus brachypterus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Parexocoetus,TRUE,FALSE,FALSE,217872,129057,Eastern Tropical Pacific
Diplectrum euryplectrum,Diplectrum euryplectrum,accepted,Diplectrum euryplectrum,NA,species,Actinopteri,Perciformes,Serranidae,Diplectrum,TRUE,FALSE,FALSE,276179,2048736,Eastern Tropical Pacific
Centropomus unionensis,Centropomus unionensis,accepted,Centropomus unionensis,NA,species,Actinopteri,Carangaria incertae sedis,Centropomidae,Centropomus,TRUE,TRUE,FALSE,280069,56563,Eastern Tropical Pacific
Bolinichthys pyrsobolus,Bolinichthys pyrsobolus,accepted,Bolinichthys pyrsobolus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Bolinichthys,TRUE,FALSE,FALSE,272652,1069391,Eastern Tropical Pacific
Aulostomus chinensis,Aulostomus chinensis,accepted,Aulostomus chinensis,NA,species,Actinopteri,Syngnathiformes,Aulostomidae,Aulostomus,TRUE,FALSE,FALSE,217964,150448,Eastern Tropical Pacific
Starksia grammilaga,Starksia grammilaga,accepted,Starksia grammilaga,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Starksia,TRUE,FALSE,FALSE,276369,879525,Eastern Tropical Pacific
Lutjanus lutjanus,Lutjanus lutjanus,accepted,Lutjanus lutjanus,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,FALSE,FALSE,218495,475167,Eastern Tropical Pacific
Seriola rivoliana,Seriola rivoliana,accepted,Seriola rivoliana,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,FALSE,FALSE,126818,173321,Eastern Tropical Pacific
Lampanyctus hubbsi,Lampanyctus hubbsi,accepted,Lampanyctus hubbsi,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272710,1519980,Eastern Tropical Pacific
Acanthogobius hasta,Acanthogobius hasta,accepted,Acanthogobius hasta,NA,species,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,TRUE,TRUE,TRUE,279476,267130,Eastern Tropical Pacific
Carcharhinus longimanus,Carcharhinus longimanus,accepted,Carcharhinus longimanus,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TRUE,FALSE,FALSE,105794,302049,Eastern Tropical Pacific
Myrichthys aspetocheiros,Myrichthys aspetocheiros,accepted,Myrichthys aspetocheiros,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Myrichthys,TRUE,FALSE,FALSE,275483,NA,Eastern Tropical Pacific
Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,accepted,Cheilopogon pinnatibarbatus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,126383,307590,Eastern Tropical Pacific
Stomias colubrinus,Stomias colubrinus,accepted,Stomias colubrinus,NA,species,Actinopteri,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,306767,NA,Eastern Tropical Pacific
Quassiremus nothochir,Quassiremus nothochir,accepted,Quassiremus nothochir,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Quassiremus,TRUE,FALSE,FALSE,282534,NA,Eastern Tropical Pacific
Vinciguerria nimbaria,Vinciguerria nimbaria,accepted,Vinciguerria nimbaria,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127303,270541,Eastern Tropical Pacific
Gobiesox eugrammus,Gobiesox eugrammus,accepted,Gobiesox eugrammus,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275669,NA,Eastern Tropical Pacific
Xiphias gladius,Xiphias gladius,accepted,Xiphias gladius,NA,species,Actinopteri,Carangiformes,Xiphiidae,Xiphias,TRUE,FALSE,FALSE,127094,8245,Eastern Tropical Pacific
Avocettina infans,Avocettina infans,accepted,Avocettina infans,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,121280,Eastern Tropical Pacific
Chlopsis bicollaris,Chlopsis bicollaris,accepted,Chlopsis bicollaris,NA,species,Actinopteri,Anguilliformes,Chlopsidae,Chlopsis,TRUE,FALSE,FALSE,271713,NA,Eastern Tropical Pacific
Hemanthias peruanus,Hemanthias peruanus,accepted,Hemanthias peruanus,NA,species,Actinopteri,Perciformes,Serranidae,Hemanthias,TRUE,FALSE,FALSE,275930,327814,Eastern Tropical Pacific
Encheliophis vermicularis,Encheliophis vermicularis,accepted,Encheliophis vermicularis,NA,species,Actinopteri,Ophidiiformes,Carapidae,Encheliophis,TRUE,FALSE,FALSE,279269,NA,Eastern Tropical Pacific
Eumecichthys fiski,Eumecichthys fiski,accepted,Eumecichthys fiski,NA,species,Actinopteri,Lampriformes,Lophotidae,Eumecichthys,TRUE,FALSE,FALSE,217888,1263185,Eastern Tropical Pacific
Urotrygon rogersi,Urotrygon rogersi,accepted,Urotrygon rogersi,NA,species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon,TRUE,FALSE,FALSE,283122,1187975,Eastern Tropical Pacific
Symphurus atricaudus,Symphurus atricaudus,accepted,Symphurus atricaudus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274234,305513,Eastern Tropical Pacific
Anisotremus davidsonii,Anisotremus davidsonii,accepted,Anisotremus davidsonii,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279617,314002,Eastern Tropical Pacific
Elops saurus,Elops saurus,accepted,Elops saurus,NA,species,Actinopteri,Elopiformes,Elopidae,Elops,TRUE,TRUE,FALSE,157875,7928,Eastern Tropical Pacific
Euthynnus affinis,Euthynnus affinis,accepted,Euthynnus affinis,NA,species,Actinopteri,Scombriformes,Scombridae,Euthynnus,TRUE,FALSE,FALSE,219708,8227,Eastern Tropical Pacific
Hemicaranx leucurus,Hemicaranx leucurus,accepted,Hemicaranx leucurus,NA,species,Actinopteri,Carangiformes,Carangidae,Hemicaranx,TRUE,TRUE,FALSE,276353,173308,Eastern Tropical Pacific
Lampanyctus tenuiformis,Lampanyctus tenuiformis,accepted,Lampanyctus tenuiformis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,158898,319540,Eastern Tropical Pacific
Coilia mystus,Coilia mystus,accepted,Coilia mystus,NA,species,Actinopteri,Clupeiformes,Engraulidae,Coilia,TRUE,TRUE,TRUE,279082,NA,Eastern Tropical Pacific
Tridentiger barbatus,Tridentiger barbatus,accepted,Tridentiger barbatus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,FALSE,TRUE,FALSE,283044,88147,Eastern Tropical Pacific
Lepidopus caudatus,Lepidopus caudatus,accepted,Lepidopus caudatus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,127088,107245,Eastern Tropical Pacific
