#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
ASV3	Skeletonema pseudocostatum chloroplast, complete genome	MK372941	41457	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / Coscinodiscophyceae / Thalassiosirales / Skeletonemataceae / Skeletonema / Skeletonema pseudocostatum
ASV3	Skeletonema pseudocostatum chloroplast, complete genome	MK372941	41457	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / Coscinodiscophyceae / Thalassiosirales / Skeletonemataceae / Skeletonema / Skeletonema pseudocostatum
ASV3	Uncultured diatom clone H1724-16S_48 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818948	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_46 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818946	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_45 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818945	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_43 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818943	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_35 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818935	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_32 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818932	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_28 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818929	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_27 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818928	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV3	Uncultured diatom clone H1724-16S_24 small subunit ribosomal RNA gene, partial sequence; chloroplast	MH818925	137771	100.000	100	1.32e-127	468	Genbank	Eukaryota / Bacillariophyta / unknown class / unknown order / unknown family / unknown genus / uncultured diatom
ASV5	Salmo salar isolate CES070 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798502	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:021734	LC091619	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrial DNA, complete genome	LC012541	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrion, complete genome	KF792729	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrion, complete genome	JQ390056	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar voucher Ss001 12S ribosomal RNA gene, partial sequence; mitochondrial	HQ167667	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar haplotype Hap_1 12S ribosomal RNA gene, partial sequence; mitochondrial	EU643690	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrion, complete genome	AF133701	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar mitochondrion, complete genome	NC_001960	8030	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV5	Salmo salar haplotype Hap_3 12S ribosomal RNA gene, partial sequence; mitochondrial	EU643688	8030	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Salmo / Salmo salar
ASV7	Uncultured bacterium clone PS4 16S ribosomal RNA gene, partial sequence	MG001967	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured marine eukaryote clone H3S3Ac60k 16S ribosomal RNA gene, partial sequence; plastid	KX937925	203449	100.000	100	1.32e-127	468	Genbank	Eukaryota / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured marine eukaryote
ASV7	Uncultured marine eukaryote clone H3S3Ac5Zb 16S ribosomal RNA gene, partial sequence; plastid	KX937905	203449	100.000	100	1.32e-127	468	Genbank	Eukaryota / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured marine eukaryote
ASV7	Uncultured marine eukaryote clone H3S3Ac60Y 16S ribosomal RNA gene, partial sequence; plastid	KX937904	203449	100.000	100	1.32e-127	468	Genbank	Eukaryota / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured marine eukaryote
ASV7	Uncultured bacterium clone BF_Feb2011_5m_A04 16S ribosomal RNA gene, partial sequence	KF816688	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured bacterium clone SeaWat_55679 16S ribosomal RNA gene, partial sequence	JQ200121	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured bacterium clone SeaWat_55501 16S ribosomal RNA gene, partial sequence	JQ200081	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured bacterium clone SeaWat_55032 16S ribosomal RNA gene, partial sequence	JQ200074	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured bacterium clone SeaWat_55027 16S ribosomal RNA gene, partial sequence	JQ200064	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV7	Uncultured bacterium clone SeaWat_55608 16S ribosomal RNA gene, partial sequence	JQ200004	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV8	Sebastes entomelas mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119937	LC104512	72073	100.000	100	1.45e-80	311	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes entomelas
ASV8	Sebastes diploproa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151748	LC104507	72069	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes diploproa
ASV8	Sebastes diploproa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118057	LC104498	72069	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes diploproa
ASV8	Sebastes diploproa mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:117004	LC104491	72069	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes diploproa
ASV8	Sebastes mystinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:114028	LC104465	72088	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes mystinus
ASV8	Sebastes mystinus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049376	LC104460	72088	99.405	100	6.73e-79	305	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes mystinus
ASV8	Sebastes baramenuke FAKU:81605 mitochondrial gene for 12S rRNA, partial sequence	LC552555	214491	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes baramenuke
ASV8	Sebastes alutus NSMT:P:90612 mitochondrial gene for 12S rRNA, partial sequence	LC519384	72055	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes alutus
ASV8	Sebastes joyneri CBM:ZF:20130 mitochondrial gene for 12S rRNA, partial sequence	LC519381	160817	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes joyneri
ASV8	Sebastes cheni CBM:ZF:18290 mitochondrial gene for 12S rRNA, partial sequence	LC519380	1738870	98.810	100	3.13e-77	300	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Sebastidae / Sebastes / Sebastes cheni
ASV10	Gadus chalcogrammus voucher UW152907 mitochondrion, complete genome	MH035604	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW152898 mitochondrion, complete genome	MH035602	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151990_5 mitochondrion, complete genome	MH035600	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151990_4 mitochondrion, complete genome	MH035599	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151990_2 mitochondrion, complete genome	MH035597	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151990_1 mitochondrion, complete genome	MH035596	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151985_3 mitochondrion, complete genome	MH035593	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151985_2 mitochondrion, complete genome	MH035592	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151985_1 mitochondrion, complete genome	MH035591	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV10	Gadus chalcogrammus voucher UW151042 mitochondrion, complete genome	MH035590	1042646	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus morhua mitochondrion, complete genome	MN122852	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus chalcogrammus voucher UW151985_5 mitochondrion, complete genome	MH035595	1042646	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus chalcogrammus voucher UW151985_4 mitochondrion, complete genome	MH035594	1042646	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus chalcogrammus
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999407	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999106	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999105	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999102	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999101	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999100	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV11	Gadus morhua genome assembly, organelle: mitochondrion	LS999099	8049	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Gadiformes / Gadidae / Gadus / Gadus morhua
ASV13	Clupea pallasii CBM:ZF:20436 mitochondrial gene for 12S rRNA, partial sequence	LC552350	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151385	LC091582	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:112517	LC091581	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:049684	LC091580	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea pallasii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192191	LC020932	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea harengus isolate EE_MUDASTE_3 mitochondrion, complete genome	KC193751	7950	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV13	Clupea harengus isolate EE_MUUGA_2 mitochondrion, complete genome	KC193745	7950	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV13	Clupea pallasii mitochondrial DNA, complete genome	AP009134	30724	99.419	100	4.14e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea pallasii
ASV13	Clupea harengus mitochondrion, complete genome	MN122931	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV13	Clupea harengus isolate SF77 12S ribosomal RNA gene, partial sequence; mitochondrial	MH194498	7950	98.837	100	1.93e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Clupeiformes / Clupeidae / Clupea / Clupea harengus
ASV14	Uncultured bacterium clone SeaWat_35314 16S ribosomal RNA gene, partial sequence	JQ198567	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV14	Uncultured bacterium clone SeaWat_30179 16S ribosomal RNA gene, partial sequence	JQ197023	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV14	Gamma proteobacterium SCGC AAA158-A18 16S ribosomal RNA gene, partial sequence	JF488474	1010341	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / gamma proteobacterium SCGC AAA158-A18
ASV14	Gamma proteobacterium SCGC AAA076-D17 16S ribosomal RNA gene, partial sequence	JF488421	1010323	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / gamma proteobacterium SCGC AAA076-D17
ASV14	Uncultured gamma proteobacterium clone SHZW578 16S ribosomal RNA gene, partial sequence	HQ163243	86473	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured Gammaproteobacteria bacterium
ASV14	Uncultured gamma proteobacterium clone SHZW396 16S ribosomal RNA gene, partial sequence	HQ163117	86473	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured Gammaproteobacteria bacterium
ASV14	Uncultured gamma proteobacterium clone SHZW386 16S ribosomal RNA gene, partial sequence	HQ163108	86473	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured Gammaproteobacteria bacterium
ASV14	Uncultured gamma proteobacterium EB000_65A11 genomic sequence	GU474936	710972	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured gamma proteobacterium EB000_65A11
ASV14	Uncultured gamma proteobacterium clone SHAB758 16S ribosomal RNA gene, partial sequence	GQ348816	86473	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured Gammaproteobacteria bacterium
ASV14	Uncultured gamma proteobacterium clone SGST511 16S ribosomal RNA gene, partial sequence	GQ348019	86473	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Gammaproteobacteria / unknown order / unknown family / unknown genus / uncultured Gammaproteobacteria bacterium
ASV15	Uncultured Ralstonia sp. clone dep1 16S ribosomal RNA gene, partial sequence	MT565488	114715	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / uncultured Ralstonia sp.
ASV15	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, OTU: SPG-101	LC524112	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV15	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, OTU: SPG-97	LC524108	77133	100.000	100	1.32e-127	468	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
ASV15	Ralstonia solanacearum strain AQ63 16S ribosomal RNA gene, partial sequence	MN122283	305	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia solanacearum
ASV15	Uncultured prokaryote clone OTU0717 16S ribosomal RNA gene, partial sequence	MN024030	198431	100.000	100	1.32e-127	468	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured prokaryote
ASV15	Ralstonia insidiosa strain CCBE 1007-18 16S ribosomal RNA gene, partial sequence	MK968569	190721	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia insidiosa
ASV15	Ralstonia solanacearum strain SC162 16S ribosomal RNA gene, partial sequence	MH256547	305	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia solanacearum
ASV15	Ralstonia solanacearum strain SC161 16S ribosomal RNA gene, partial sequence	MH256546	305	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia solanacearum
ASV15	Ralstonia pseudosolanacearum strain SC156 16S ribosomal RNA gene, partial sequence	MH256541	1310165	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia pseudosolanacearum
ASV15	Ralstonia insidiosa partial 16S rRNA gene, isolate RAV_CW4_II_A	LR215185	190721	100.000	100	1.32e-127	468	Genbank	Bacteria / Proteobacteria / Betaproteobacteria / Burkholderiales / Burkholderiaceae / Ralstonia / Ralstonia insidiosa
ASV16	Uncultured bacterium clone Tet2mes2B1 16S ribosomal RNA gene, partial sequence	EU290374	77133	99.209	100	2.86e-124	457	Genbank	Bacteria / unknown phylum / unknown class / unknown order / unknown family / unknown genus / uncultured bacterium
