#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
ASV3	Ammodytes marinus mitochondrion, complete genome	MN122922	146480	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV3	Ammodytes tobianus mitochondrion, complete genome	MN122889	84621	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes tobianus
ASV3	Ammodytes marinus isolate FR01 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818431	146480	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Uranoscopiformes / Ammodytidae / Ammodytes / Ammodytes marinus
ASV4	Megaptera novaeangliae mitochondrial DNA, complete genome	AP006467	9773	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Megaptera / Megaptera novaeangliae
ASV4	Megaptera novaeangliae mitochondrion, complete genome	MF409246	9773	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Megaptera / Megaptera novaeangliae
ASV4	Megaptera novaeangliae 12S ribosomal RNA gene, partial sequence; and tRNA-Val gene, complete sequence; mitochondrial	AY012141	9773	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Megaptera / Megaptera novaeangliae
ASV4	Balaenoptera physalus mitochondrion, complete genome	MF409243	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus mitochondrial gene for 12S rRNA, partial sequence, bio_material: CBM(Chiba Museum) DNA No. 2016-140	LC146379	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus isolate 94608 mitochondrion, complete genome	KC572860	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus isolate 91315 mitochondrion, complete genome	KC572849	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus isolate 91311 mitochondrion, complete genome	KC572846	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus isolate 88586 mitochondrion, complete genome	KC572829	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV4	Balaenoptera physalus isolate 88580 mitochondrion, complete genome	KC572827	9770	96.429	99	1.49e-70	278	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenopteridae / Balaenoptera / Balaenoptera physalus
ASV5	Cottus asper mitochondrion, complete genome	MF326939	214916	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus asper
ASV5	Cottus beldingii mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17559	LC277905	304265	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus beldingii
ASV5	Cottus asper mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155060	LC091945	214916	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus asper
ASV5	Cottocomephorus grewingki mitochondrion, complete genome	MW732165	57734	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottocomephorus / Cottocomephorus grewingki
ASV5	Cottus gobio mitochondrial gene for 12S rRNA, partial sequence, country:Poland: Vistula River, Radunia River	AB188189	100952	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus gobio
ASV5	Cottus dzungaricus voucher DFY2017 mitochondrion, complete genome	MH638324	1530446	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus dzungaricus
ASV5	Cottus pollux mitochondrial gene for 12S rRNA, partial sequence, haplotype: LE12S03	LC434615	137882	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus pollux
ASV5	Cottus ricei isolate 1C5 12S ribosomal RNA gene, complete sequence; mitochondrial	MG924474	304288	99.412	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus ricei
ASV5	Cottus cognatus isolate 1A5 12S ribosomal RNA gene, complete sequence; mitochondrial	MG924472	147210	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus cognatus
ASV5	Cottus gobio isolate CG_EVO1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH918138	100952	99.408	100	1.89e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus gobio
ASV6	Gasterosteus aculeatus isolate DM180 mitochondrion, partial genome	MN122917	69293	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus mitochondrion, complete genome	NC_041244	69293	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151197	LC091881	69293	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus isolate F19-429 mitochondrion, complete genome	MW856891	69293	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus isolate F19-428 mitochondrion, complete genome	MW856890	69293	100.000	100	4.05e-81	313	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus microcephalus BLM0002 mitochondrial gene for 12S rRNA, partial sequence	LC533126	481460	98.225	100	4.08e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus microcephalus
ASV6	Gasterosteus aculeatus microcephalus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: FRLM:52767	LC277885	481460	98.225	100	4.08e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus microcephalus
ASV6	Gasterosteus aculeatus aculeatus mitochondrial gene for 12S rRNA, partial sequence	LC026580	481459	98.225	100	4.08e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus aculeatus
ASV6	Gasterosteus aculeatus personal:Katsutoshi Watanabe:G52-1 mitochodrial gene for 12S rRNA, partial sequence	LC601883	69293	98.225	100	4.08e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV6	Gasterosteus aculeatus mitochondrial DNA, complete genome, except for D-loop	AP002944	69293	98.225	100	4.08e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Gasterosteidae / Gasterosteus / Gasterosteus aculeatus
ASV7	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:040102	LC091621	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV7	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151072	LC091620	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV7	Oncorhynchus gorbuscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:223890	LC069500	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV7	Oncorhynchus gorbuscha mitochondrion, complete genome	EF455489	8017	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus gorbuscha
ASV7	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV7	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV7	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV7	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV7	Oncorhynchus mykiss isolate CES077 tRNA-Phe gene, partial sequence; 12S ribosomal RNA and tRNA-Val genes, complete sequence; and 16S ribosomal RNA gene, partial sequence; mitochondrial	KY798500	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV7	Oncorhynchus mykiss voucher NEFC_F16-293 mitochondrion, complete genome.	MF621750	8022	98.824	100	2.46e-78	303	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus mykiss
ASV8	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151439	LC091901	274741	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV8	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:119939	LC091900	274741	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV8	Hexagrammos decagrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118547	LC091899	274741	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV8	Hexagrammos decagrammus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057963	274741	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos decagrammus
ASV8	Hexagrammos agrammus mitochondrion, complete genome	MT363637	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV8	Hexagrammos agrammus CBM:ZF:19773 mitochondrial gene for 12S rRNA, partial sequence	LC492353	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV8	Hexagrammos agrammus CBM:ZF:19760 mitochondrial gene for 12S rRNA, partial sequence	LC492352	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV8	Hexagrammos agrammus CBM:ZF:19697 mitochondrial gene for 12S rRNA, partial sequence	LC492351	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV8	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:17713	LC277980	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV8	Hexagrammos agrammus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15301	AB969905	192376	98.204	98	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Hexagrammidae / Hexagrammos / Hexagrammos agrammus
ASV9	Leptocottus armatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:152928	LC091940	214925	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Leptocottus / Leptocottus armatus
ASV9	Leptocottus armatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151646	LC091939	214925	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Leptocottus / Leptocottus armatus
ASV9	Leptocottus armatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151185	LC091930	214925	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Leptocottus / Leptocottus armatus
ASV9	Leptocottus armatus mitochondrial gene for 12S rRNA, partial sequence, country:USA: California, Camp Pendleton	AB188194	214925	99.412	100	5.28e-80	309	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Leptocottus / Leptocottus armatus
ASV9	Leptocottus armatus 12S ribosomal RNA gene, partial sequence; mitochondrial	KM057968	214925	99.412	100	1.90e-79	307	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Leptocottus / Leptocottus armatus
ASV9	Cottus szanaga isolate CSZIF3 mitochondrion, complete genome	KX762050	1920503	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus szanaga
ASV9	Cottus szanaga isolate CSZID2 mitochondrion, complete genome	KX762049	1920503	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus szanaga
ASV9	Cottus czerskii mitochondrion, complete genome	KJ956027	157167	98.235	100	4.11e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus czerskii
ASV9	Taurocottus bergii BSKU:122312 mitochondrial gene for 12S rRNA, partial sequence	LC579106	1849266	98.235	100	4.11e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Taurocottus / Taurocottus bergii
ASV9	Cottus poecilopus mitochondrion, complete genome	EU332750	182643	98.235	100	4.11e-76	296	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Cottus / Cottus poecilopus
ASV10	Artedius harringtoni mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118837	LC091921	433399	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Artedius / Artedius harringtoni
ASV10	Artedius harringtoni mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:113230	LC091920	433399	100.000	100	3.18e-82	316	Genbank	Eukaryota / Chordata / Actinopteri / Perciformes / Cottidae / Artedius / Artedius harringtoni
ASV11	Oncorhynchus kisutch isolate FB4 mitochondrion, complete genome	MH003640	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch CBM:ZF:18912 mitochondrial gene for 12S rRNA, partial sequence	LC458077	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch voucher NEFC_F16-295 mitochondrion, complete genome.	MF621751	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch voucher NEFC_F16-322 mitochondrion, complete genome.	MF621749	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118083	LC091627	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151183	LC091626	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus kisutch mitochondrion, complete genome	NC_009263	8019	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV11	Oncorhynchus keta mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:224700	LC069501	8018	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV11	Oncorhynchus keta mitochondrion, complete genome	NC_017838	8018	98.824	100	8.84e-78	302	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus keta
ASV11	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus tshawytscha mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151426	LC091628	74940	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus tshawytscha
ASV12	Oncorhynchus tshawytscha voucher Ot001 12S ribosomal RNA gene, partial sequence; mitochondrial	HQ167665	74940	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus tshawytscha
ASV12	Oncorhynchus tshawytscha mitochondrion, complete genome	NC_002980	74940	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus tshawytscha
ASV12	Oncorhynchus nerka isolate FB1 mitochondrion, complete genome	MG993162	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus nerka isolate FB7 mitochondrion, complete genome	MH003641	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus nerka isolate FB2 mitochondrion, complete genome	MH003639	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus nerka mitochondrion, complete genome	NC_008615	8023	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus nerka
ASV12	Oncorhynchus clarkii henshawi mitochondrion, complete genome	AY886762	72053	98.235	100	1.14e-76	298	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus clarkii henshawi
ASV12	Oncorhynchus kisutch isolate FB4 mitochondrion, complete genome	MH003640	8019	97.647	100	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus kisutch
ASV12	Oncorhynchus clarkii lewisi isolate FWI1 12S ribosomal RNA gene, complete sequence; mitochondrial	MG924482	490388	97.647	100	5.32e-75	292	Genbank	Eukaryota / Chordata / Actinopteri / Salmoniformes / Salmonidae / Oncorhynchus / Oncorhynchus clarkii lewisi
ASV13	Balaena mysticetus voucher NHMO-DMA-43194 mitochondrion, complete genome	MN124685	27602	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenidae / Balaena / Balaena mysticetus
ASV13	Balaena mysticetus voucher PMO 234.423 mitochondrion, complete genome	MN159085	27602	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenidae / Balaena / Balaena mysticetus
ASV13	Balaena mysticetus voucher NHMO-DMA-43206 mitochondrion, complete genome	MN159084	27602	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenidae / Balaena / Balaena mysticetus
ASV13	Balaena mysticetus voucher PMO 234.525 mitochondrion, complete genome	MN159083	27602	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenidae / Balaena / Balaena mysticetus
ASV13	Balaena mysticetus voucher PMO 234.429 mitochondrion, complete genome	MN159082	27602	100.000	100	1.13e-81	315	Genbank	Eukaryota / Chordata / Mammalia / Artiodactyla / Balaenidae / Balaena / Balaena mysticetus
